,_id,idUsuario,tipo,estado,foliointerno,fechaEmision,fechaCierre,priceKey,Productos.idProducto,Productos.idLocal,Productos.unidades,Productos.precioUnitario,Productos.cantidad,Productos.importe,Especificaciones._id,Especificaciones.idLocal,Especificaciones.estructura,Especificaciones.descripcion,Especificaciones.tipo,Especificaciones.calibreECT,Especificaciones.caraExterior,Especificaciones.largo,Especificaciones.ancho,Especificaciones.alto,Especificaciones.tipoUnion,Especificaciones.suaje,Usuario._id,Usuario.apellidoContacto,Usuario.nombreContacto,Usuario.email,Usuario.calle,Usuario.numero,Usuario.alcaldia_municipio,Usuario.ciudad,Usuario.cp,Usuario.rfc,Usuario.nivelAcceso,Usuario.razonSocial,Usuario.password
10,5fc42b3918ac7fa60bdd3840,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt29,2020-03-12,2020-03-19,32N/Akraft,5fc4298f30024fb085af64b7,normal fondo,millares,16450.0,4.0,65800.0,5fc4298f30024fb085af64b7,normal fondo,charola,normal fondo,N/A,32,kraft,103.5,33.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
11,5fc42b3918ac7fa60bdd3840,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt29,2020-03-12,2020-03-19,32N/Akraft,5fc429bf30024fb085af64b8,normal tapa,millares,19700.0,4.0,78800.0,5fc429bf30024fb085af64b8,normal tapa,charola,normal tapa,N/A,32,kraft,104.5,34.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
12,5fc42b3918ac7fa60bdd3841,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt22,2019-09-14,2019-09-21,32N/Akraft,5fc4298f30024fb085af64b7,normal fondo,millares,16450.0,4.0,65800.0,5fc4298f30024fb085af64b7,normal fondo,charola,normal fondo,N/A,32,kraft,103.5,33.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
13,5fc42b3918ac7fa60bdd3841,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt22,2019-09-14,2019-09-21,32N/Akraft,5fc429bf30024fb085af64b8,normal tapa,millares,19700.0,4.0,78800.0,5fc429bf30024fb085af64b8,normal tapa,charola,normal tapa,N/A,32,kraft,104.5,34.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
14,5fc42b3a18ac7fa60bdd3842,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt15,2019-03-18,2019-03-25,32N/Akraft,5fc4298f30024fb085af64b7,normal fondo,millares,16450.0,4.0,65800.0,5fc4298f30024fb085af64b7,normal fondo,charola,normal fondo,N/A,32,kraft,103.5,33.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
15,5fc42b3a18ac7fa60bdd3842,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt15,2019-03-18,2019-03-25,32N/Akraft,5fc429bf30024fb085af64b8,normal tapa,millares,19700.0,4.0,78800.0,5fc429bf30024fb085af64b8,normal tapa,charola,normal tapa,N/A,32,kraft,104.5,34.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
16,5fc42b3a18ac7fa60bdd3843,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt8,2018-09-19,2018-09-26,32N/Akraft,5fc4298f30024fb085af64b7,normal fondo,millares,16450.0,4.0,65800.0,5fc4298f30024fb085af64b7,normal fondo,charola,normal fondo,N/A,32,kraft,103.5,33.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
17,5fc42b3a18ac7fa60bdd3843,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt8,2018-09-19,2018-09-26,32N/Akraft,5fc429bf30024fb085af64b8,normal tapa,millares,19700.0,4.0,78800.0,5fc429bf30024fb085af64b8,normal tapa,charola,normal tapa,N/A,32,kraft,104.5,34.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
18,5fc42b3a18ac7fa60bdd3844,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt1,2018-03-23,2018-03-30,32N/Akraft,5fc4298f30024fb085af64b7,normal fondo,millares,16450.0,4.0,65800.0,5fc4298f30024fb085af64b7,normal fondo,charola,normal fondo,N/A,32,kraft,103.5,33.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
19,5fc42b3a18ac7fa60bdd3844,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt1,2018-03-23,2018-03-30,32N/Akraft,5fc429bf30024fb085af64b8,normal tapa,millares,19700.0,4.0,78800.0,5fc429bf30024fb085af64b8,normal tapa,charola,normal tapa,N/A,32,kraft,104.5,34.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
20,5fc42b3a18ac7fa60bdd3845,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt-6,2017-09-24,2017-10-01,32N/Akraft,5fc4298f30024fb085af64b7,normal fondo,millares,16450.0,4.0,65800.0,5fc4298f30024fb085af64b7,normal fondo,charola,normal fondo,N/A,32,kraft,103.5,33.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
21,5fc42b3a18ac7fa60bdd3845,5fbb463ad94852d0d6906924,ordenProduccion,abierta,ivZt-6,2017-09-24,2017-10-01,32N/Akraft,5fc429bf30024fb085af64b8,normal tapa,millares,19700.0,4.0,78800.0,5fc429bf30024fb085af64b8,normal tapa,charola,normal tapa,N/A,32,kraft,104.5,34.8,20.2,N/A,0,5fbb463ad94852d0d6906924,Parangueo,Norma,invernaderos@izzi.com.mx,Calle,No. 16,Zitacuaro,Michoacán,61513,OOGE3O4O2,USER,Cliente Zitacuaro,e10adc3949ba59abbe56e057f20f883e
22,5fc4314d18ac7fa60bdd3846,5fbb48fbd94852d0d6906925,ordenProduccion,abierta,1IN-00729,2020-10-14,2020-10-21,23regularkraft,5fc4307330024fb085af64b9,3P,millares,8070.0,1.5,12105.0,5fc4307330024fb085af64b9,3P,caja regular,CAJA DE CARTÓN TIPO 3P,regular,23,kraft,37.0,33.5,16.9,CIP,0,5fbb48fbd94852d0d6906925,Aamilla Martinez,Veronica,chicaPlastica@siembra.com.mx,Calle,N.ext 3998,Azcapotzalco,CDMX,2970,PLA97O124IKA,USER,Cliente plasticos.,e10adc3949ba59abbe56e057f20f883e
23,5fc439c618ac7fa60bdd3848,5fbb56b3cfeb74a0ee851d57,ordenProduccion,abierta,0000001780,2019-11-04,2019-11-07,32regularkraft,5fc4396130024fb085af64ba,CAJA-NOBS3D,millares,79000.0,0.3,23700.0,5fc4396130024fb085af64ba,CAJA-NOBS3D,caja regular,CAJA CARTON TYFC 18.0X21.0X29.5,regular,32,kraft,54.8,48.0,78.0,CIP,0,5fbb56b3cfeb74a0ee851d57,Intermuebles,Modulares,mobiliario@modulares.com.mx,Calle,No. 1102 Piso 2 202,Miguel hidalgo,CDMX,11200,IMA191187008,USER,Cliente Intermuebles,e10adc3949ba59abbe56e057f20f883e
24,5fc94c77eab151fb539d0eaa,5fbb2a25169e8c0534716100,ordenProduccion,abierta,368510,2020-10-23,2020-11-11,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
25,5fc94c77eab151fb539d0eaa,5fbb2a25169e8c0534716100,ordenProduccion,abierta,368510,2020-10-23,2020-11-11,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
26,5fc94c77eab151fb539d0eab,5fbb2a25169e8c0534716100,ordenProduccion,abierta,36853,2020-10-02,2020-10-21,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
27,5fc94c77eab151fb539d0eab,5fbb2a25169e8c0534716100,ordenProduccion,abierta,36853,2020-10-02,2020-10-21,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
28,5fc94c77eab151fb539d0eac,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-4,2020-09-11,2020-09-30,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
29,5fc94c77eab151fb539d0eac,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-4,2020-09-11,2020-09-30,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
30,5fc94c77eab151fb539d0ead,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-11,2020-08-21,2020-09-09,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
31,5fc94c77eab151fb539d0ead,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-11,2020-08-21,2020-09-09,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
32,5fc94c77eab151fb539d0eae,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-18,2020-07-31,2020-08-19,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
33,5fc94c77eab151fb539d0eae,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-18,2020-07-31,2020-08-19,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
34,5fc94c77eab151fb539d0eaf,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-25,2020-07-10,2020-07-29,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
35,5fc94c77eab151fb539d0eaf,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-25,2020-07-10,2020-07-29,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
36,5fc94c78eab151fb539d0eb0,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-32,2020-06-19,2020-07-08,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
37,5fc94c78eab151fb539d0eb0,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-32,2020-06-19,2020-07-08,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
38,5fc94c78eab151fb539d0eb1,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-39,2020-05-29,2020-06-17,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
39,5fc94c78eab151fb539d0eb1,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-39,2020-05-29,2020-06-17,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
40,5fc94c78eab151fb539d0eb2,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-46,2020-05-08,2020-05-27,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
41,5fc94c78eab151fb539d0eb2,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-46,2020-05-08,2020-05-27,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
42,5fc94c78eab151fb539d0eb3,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-53,2020-04-17,2020-05-06,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@quesito.com.mx,Calle,No. 43,Texcoco,Estado de México,56170,CCO81O31166O,USER,QUESITOS S.A. DE C.V.,e10adc3949ba59abbe56e057f20f883e
