,_id,idUsuario,tipo,estado,foliointerno,fechaEmision,fechaCierre,priceKey,Productos.idProducto,Productos.idLocal,Productos.unidades,Productos.precioUnitario,Productos.cantidad,Productos.importe,Especificaciones._id,Especificaciones.idLocal,Especificaciones.estructura,Especificaciones.descripcion,Especificaciones.tipo,Especificaciones.calibreECT,Especificaciones.caraExterior,Especificaciones.largo,Especificaciones.ancho,Especificaciones.alto,Especificaciones.tipoUnion,Especificaciones.suaje,Usuario._id,Usuario.apellidoContacto,Usuario.nombreContacto,Usuario.email,Usuario.calle,Usuario.numero,Usuario.alcaldia_municipio,Usuario.ciudad,Usuario.cp,Usuario.rfc,Usuario.nivelAcceso,Usuario.razonSocial
25,5fc439c618ac7fa60bdd3848,5fbb56b3cfeb74a0ee851d57,ordenProduccion,abierta,0000001780,2019-11-04,2019-11-07,32regularkraft,5fc4396130024fb085af64ba,CAJA-NOBS3D,millares,79000.0,0.3,23700.0,5fc4396130024fb085af64ba,CAJA-NOBS3D,caja regular,CAJA CARTON TYFC 18.0X21.0X29.5,regular,32,kraft,54.8,48.0,78.0,CIP,0,5fbb56b3cfeb74a0ee851d57,Intermuebles,Modulares,mobiliario@modular.com.mx,Av. Lomas de sotelo,No. 1102 Piso 2 202,Miguel hidalgo,CDMX,11200,IMA191187OO8,cliente,"Intermuebles Modulares, S.A. de C.V."
26,5fc94c77eab151fb539d0eaa,5fbb2a25169e8c0534716100,ordenProduccion,abierta,368510,2020-10-23,2020-11-11,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
27,5fc94c77eab151fb539d0eaa,5fbb2a25169e8c0534716100,ordenProduccion,abierta,368510,2020-10-23,2020-11-11,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
28,5fc94c77eab151fb539d0eab,5fbb2a25169e8c0534716100,ordenProduccion,abierta,36853,2020-10-02,2020-10-21,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
29,5fc94c77eab151fb539d0eab,5fbb2a25169e8c0534716100,ordenProduccion,abierta,36853,2020-10-02,2020-10-21,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
30,5fc94c77eab151fb539d0eac,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-4,2020-09-11,2020-09-30,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
31,5fc94c77eab151fb539d0eac,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-4,2020-09-11,2020-09-30,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
32,5fc94c77eab151fb539d0ead,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-11,2020-08-21,2020-09-09,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
33,5fc94c77eab151fb539d0ead,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-11,2020-08-21,2020-09-09,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
34,5fc94c77eab151fb539d0eae,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-18,2020-07-31,2020-08-19,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
35,5fc94c77eab151fb539d0eae,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-18,2020-07-31,2020-08-19,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
36,5fc94c77eab151fb539d0eaf,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-25,2020-07-10,2020-07-29,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
37,5fc94c77eab151fb539d0eaf,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-25,2020-07-10,2020-07-29,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
38,5fc94c78eab151fb539d0eb0,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-32,2020-06-19,2020-07-08,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
39,5fc94c78eab151fb539d0eb0,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-32,2020-06-19,2020-07-08,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
40,5fc94c78eab151fb539d0eb1,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-39,2020-05-29,2020-06-17,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
41,5fc94c78eab151fb539d0eb1,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-39,2020-05-29,2020-06-17,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
42,5fc94c78eab151fb539d0eb2,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-46,2020-05-08,2020-05-27,32regularblanco,5fc3f66e30024fb085af64b4,panela premium suaje,millares,21685.0,5.0,108425.0,5fc3f66e30024fb085af64b4,panela premium suaje,suaje,Panela premium recubrimiento interior antihumedad,regular,32,blanco,164.7,61.2,0.0,N/A,1,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
43,5fc94c78eab151fb539d0eb2,5fbb2a25169e8c0534716100,ordenProduccion,abierta,3685-46,2020-05-08,2020-05-27,26N/Akraft,5fc3f6b030024fb085af64b6,panela premium separador,millares,2720.0,5.0,13600.0,5fc3f6b030024fb085af64b6,panela premium separador,separador,Panela premium recubrimiento interior antihumedad,N/A,26,kraft,29.0,29.0,0.0,N/A,0,5fbb2a25169e8c0534716100,Rodriguez  ,Rosario,facturaciones@covadonga.com.mx,Aldana,No. 43,Texcoco,Estado de México,56170,CCO810311660,cliente,CREMERIA COVADONGA S.A. DE C.V.
